PseudoID,PseudoIDRe,ReportID,Opened,Closed,YearOpened,Summary,OriginalReporter,Reporter,Status,SecuritySeverity,Component,WeaknessType,IsExternal,Releases,Language,IsExploited,FirstReported,FixedTimestamp,TimeToFix,TimeFromFirstReport,IsReopened
1439071,1439071,1439071,1518846544,1519495125,2018,            Graphite2: heap-buffer-overflow in [@ graphite2::Pass::readPass]        ,Tyson Smith,  tsmith,RESOLVED FIXED,High,Graphics: Text,,0,NotStable,,0,1518846544,1519495125,7,0,0
801227,801227,808829,1352159842,1352664162,2012,            WebRTC use-after-free crash [@mozilla::GetUserMediaStreamRunnable::Run]        ,Christoph Diehl,  posidron,RESOLVED DUPLICATE,Critical,WebRTC,,0,NotStable,"['C++', 'HTML']",0,1350099479,1352905735,32,23,0
1037641,1037641,1037641,1405112140,1407383352,2014,            Mozilla Firefox DirectionalityUtils Use-After-Free Remote Code Execution Vulnerability (ZDI-CAN-2394)        ,regenrecht,  curtisk,VERIFIED FIXED,Critical,Layout: Text and Fonts,,1,Stable,['C++'],0,1405112140,1407383352,26,0,0
1033253,1033253,1033253,1404293562,1404388716,2014,"            ""Assertion failure: uintptr_t(str) > 0x1000"" with a specific WebRTC constraints object due to function Xrays not handling .name on anonymous functions properly        ",Jesse Ruderman,  jruderman,VERIFIED FIXED,,XPConnect,,0,NotStable,"['C++', 'JS']",0,1404293562,1404388716,1,0,0
796475,796475,796475,1349151857,1357772743,2012,            HTTPS can be effectively disabled by attackers on rogue networks using a proxy that returns 407 with embedded script        ,Michal Zalewski,  lcamtuf,RESOLVED FIXED,High,Networking: HTTP,,1,Stable,"['C++', 'JS', 'HTML']",0,1349151857,1357772743,99,0,0
1358009,1358009,1358009,1492666155,1507072386,2017,            Content-Security-Policy Bypass with data: URL opened in a new tab        ,Jordi Chancel,  jordi.chancel,RESOLVED FIXED,Moderate,DOM: Security,Cross-site scripting,1,Stable,,0,1492666155,1507072386,166,0,1
975052,975052,975052,1392925129,1393467880,2014,            The global object in workers is not rooted properly        ,Kyle Huey,  khuey,RESOLVED FIXED,Critical,DOM: Core & HTML,,0,NotStable,['C++'],0,1392925129,1393467880,6,0,0
1100129,1100129,1100129,1416160308,1416329101,2014,"            Assertion failure: [barrier verifier] Unmarked edge: <unknown>, at gc/Verifier.cpp        ",Gary Kwong,  gkw,VERIFIED FIXED,Critical,JavaScript: GC,,0,NotStable,['C++'],0,1416160308,1416329101,1,0,0
810808,810808,812546,1353087727,1409687063,2012,            It's possible to spoof document.referrer due to GetCxSubjectPrincipalAndFrame        ,moz_bug_r_a4,  moz_bug_r_a4,RESOLVED DUPLICATE,High,Security,,0,NotStable,,0,1352722963,1408662699,647,4,0
1350464,1350464,1350464,1490395900,1490699442,2017,            Crash [@ js::frontend::TokenStream::getTokenInternal]        ,Gary Kwong,  gkw,RESOLVED FIXED,Critical,JavaScript Engine,,0,NotStable,"['C++', 'JS']",0,1490395900,1490699442,3,0,0
1209471,1209471,1209471,1443526789,1444397327,2015,"            Assertion failure: MIR instruction returned object with unexpected type, at js/src/jit/MacroAssembler.cpp:1531        ",Christian Holler,  decoder,VERIFIED FIXED,High,JavaScript Engine,,0,Stable,['C++'],0,1443526789,1444397327,10,0,0
831055,831055,831055,1358293463,1360189300,2013,"            ""Assertion failure: [infer failure] Missing type in object [0x241d1f0] lastIndex: float,""        ",Gary Kwong,  gkw,RESOLVED FIXED,High,JavaScript Engine,,0,Stable,,0,1358293463,1360189300,21,0,0
1174536,1174536,1174536,1434306777,1439402327,2015,            JiffiesSinceBoot could read unowned memory        ,q1,  q1,NEW,Low,XPCOM,,1,NotStable,,0,1434306777,-1,-1,0,0
1204580,1204580,1204580,1442251304,1443818212,2015,            Stagefright: crash [@stagefright::SampleTable::setCompositionTimeToSampleParams]        ,Tyson Smith,  tsmith,RESOLVED FIXED,High,Audio/Video: Playback,,0,Stable,['C++'],0,1442251304,1443818212,18,0,0
1249578,1249578,1262333,1459908825,1468602699,2016,            heap-buffer-overflow read in [@mozilla::image::Downscaler::CommitRow]        ,Tyson Smith,  tsmith,RESOLVED DUPLICATE,Critical,Graphics: ImageLib,,0,Stable,['C++'],0,1455877400,1466596576,124,46,0
1554110,1554110,1554110,1558691174,1585835819,2019,            Windows sandbox: renderer processes can open each and unrelated Chromium processes        ,Niklas Baumstark,  niklas.baumstark,RESOLVED FIXED,High,Security: Process Sandboxing,,1,Stable,,0,1558691174,1585835819,314,0,0
1680084,1680084,1680084,1606847885,1607161682,2020,            CSS sanitization omits trailing comment tag        ,Kai Engert,  KaiE,VERIFIED FIXED,High,CSS Parsing and Computation,,0,Stable,['JS'],0,1606847885,1607161682,3,0,0
1335642,1335642,1335642,1485918178,1486170524,2017,"            Assertion failure: AtomIsMarked(zoneFromAnyThread(), v), at js/src/vm/NativeObject.h:844        ",Christian Holler,  decoder,VERIFIED FIXED,High,JavaScript Engine,,0,NotStable,"['C++', 'JS']",0,1485918178,1486170524,2,0,0
1057248,1057248,1057248,1408693191,1409084133,2014,"            Crash at a weird memory address or Assertion failure: [infer failure] Missing type in object [0x101d9e740] fileName: float,        ",Gary Kwong,  gkw,VERIFIED FIXED,Critical,JavaScript Engine: JIT,,0,NotStable,['C++'],0,1408693191,1409084133,4,0,0
790856,790856,791534,1347786453,1347786974,2012,            Heap-use-after-free in DocumentViewerImpl::SetBounds        ,Abhishek Arya,  inferno,RESOLVED DUPLICATE,Critical,DOM: Navigation,,1,Stable,['C++'],0,1347507243,1348213675,8,3,0
1023712,1023712,1023712,1402462714,1402781100,2014,            Likely UAF in webrtc::ViEEncoder::~ViEEncoder        ,Byron Campen,  bwc,RESOLVED FIXED,Critical,WebRTC: Signaling,,0,NotStable,['C++'],0,1402462714,1402781100,3,0,0
924329,924329,924329,1381223698,1401708255,2013,            Reading wrapper-protected information using InstallTrigger        ,Gábor Molnár,  gabor,VERIFIED FIXED,High,General,,1,NotStable,,0,1381223698,1401708255,237,0,0
1378147,1378147,1378147,1499179586,1500036435,2017,            heap-use-after-free in mozilla::dom::ImageDocument::UpdateSizeFromLayout        ,Nils,  nils,VERIFIED FIXED,High,DOM: Core & HTML,Expired pointer dereference,1,Stable,['C++'],0,1499179586,1500036435,9,0,0
1532465,1532465,1532465,1551741649,1553623174,2019,            Use after free and undefined behavior in MediaType        ,Anonymous,  mozillabugs,RESOLVED FIXED,Moderate,WebRTC: Audio/Video,,1,Stable,['C++'],0,1551741649,1553623174,21,0,0
1521214,1521214,1521214,1547853440,1549268024,2019,            Update BufferReader cursor even when it's unable to read        ,C.M.Chang,  chunmin,RESOLVED FIXED,High,Audio/Video,,0,Stable,,0,1547853440,1549268024,16,0,0
1000182,1000182,1000182,1398262958,1416329058,2014,            ASan heap-use-after-free crash [@ js::ThreadSafeContext::onOutOfMemory] with OOM        ,Christian Holler,  decoder,RESOLVED FIXED,Critical,JavaScript Engine,,0,NotStable,['C++'],0,1398262958,1416329058,209,0,0
1248153,1248153,1248153,1455381246,1458726211,2016,            Differential Testing: Different output message involving typed arrays        ,Gary Kwong,  gkw,RESOLVED FIXED,,JavaScript Engine: JIT,,0,NotStable,,0,1455381246,1458726211,38,0,0
1370070,1370070,1370070,1496580044,1497233578,2017,"            Assertion failure: CheckCapacity(aLength) (String is too large.), at dist/include/nsTSubstring.h:1125        ",Christian Holler,  decoder,RESOLVED FIXED,Moderate,DOM: File,,0,Stable,['C++'],0,1496580044,1497233578,7,0,0
1135426,1135426,1135426,1424569466,1424628759,2015,            Bug 966166 reverted the fix for bug 964078        ,Mats Palmgren,  MatsPalmgren_bugz,RESOLVED FIXED,,CSS Parsing and Computation,,0,NotStable,['C++'],0,1424569466,1424628759,0,0,0
880656,880656,880656,1370606751,1607177815,2013,            Near-null write in AtomImpl::AtomImpl()        ,Anonymous,  curtisk,NEW,,DOM: Core & HTML,,1,NotStable,,0,1370606751,-1,-1,0,0
1496331,1496331,1496331,1538638104,1539642802,2018,"            Assertion failure: bi.kind() == BindingKind::FormalParameter, at js/src/frontend/EmitterScope.cpp:623        ",Tooru Fujisawa,  arai,VERIFIED FIXED,High,JavaScript Engine,,0,NotStable,['C++'],0,1538638104,1539642802,11,0,0
1404636,1404636,1404636,1506790941,1509121500,2017,            Differential Testing: Different output message involving typed arrays        ,Gary Kwong,  gkw,RESOLVED FIXED,High,JavaScript Engine: JIT,,0,Stable,"['C++', 'JS']",0,1506790941,1509121500,26,0,0
1037718,1037718,1037890,1405197947,1407514611,2014,            CID 1225481: Out-of-bounds read as found by Coverity        ,Gary Kwong,  gkw,RESOLVED DUPLICATE,Moderate,JavaScript Engine,,0,NotStable,['C++'],0,1405120715,1407875536,31,0,0
1340138,1340138,1340138,1487253825,1488379211,2017,            table use-after-free        ,Ivan Fratric of Google Project Zero,  ifratric,RESOLVED FIXED,Critical,DOM: Core & HTML,Expired pointer dereference,1,Stable,['C++'],0,1487253825,1488379211,13,0,0
1312431,1312431,1312431,1477319114,1477747327,2016,            Support for higher sample rates in dtmfinband.cc can not be reached        ,Dan Minor,  dminor,RESOLVED FIXED,Low,WebRTC: Audio/Video,,0,NotStable,['C++'],0,1477319114,1477747327,4,0,0
1686653,1686653,1686653,1610611742,1611827718,2021,"            Assertion failure: !activation_->bailoutData(), at jit/JSJitFrameIter.cpp:54        ",Christian Holler,  decoder,VERIFIED FIXED,Moderate,JavaScript Engine: JIT,,0,Stable,['C++'],0,1610611742,1611827718,14,0,0
765409,760952,765711,1340026330,1340212539,2012,            Heap-use-after-free in nsFrameList::RemoveFirstChild        ,Abhishek Arya,  inferno,RESOLVED DUPLICATE,Critical,Layout,,1,Stable,"['C++', 'HTML']",0,1338715592,1347077895,96,15,0
791128,791128,791128,1347579521,1546918088,2012,"            Investigate impact of ""Cookie Tossing"" vulnerability from Microsoft BH paper        ",Brandon Sterne,  bsterne,NEW,Moderate,Networking: Cookies,,0,NotStable,,0,1347579521,-1,-1,0,0
1200326,1200326,1200326,1441044025,1443480104,2015,            Assertion failure: false [@mozilla::MP4TrackDemuxer::MP4TrackDemuxer]        ,Tyson Smith,  tsmith,RESOLVED FIXED,High,Audio/Video: Playback,,0,Stable,['C++'],0,1441044025,1443480104,28,0,0
814029,814029,814029,1353516298,1354585109,2012,            obj_toSource Use-After-Free Remote Code Execution Vulnerability (ZDI-CAN-1571)        ,regenrecht,  curtisk,RESOLVED FIXED,Critical,JavaScript Engine,Resource management error,1,Stable,"['C++', 'JS']",0,1353516298,1354585109,12,0,0
878293,878041,878041,1370006116,1370529439,2013,            Use-after-poison [@ js::RegExpShared::pairCount] or invalid write on heap near [@ js::RegExpShared::execute]        ,Christian Holler,  decoder,RESOLVED DUPLICATE,High,JavaScript Engine,,0,NotStable,['C++'],0,1370006116,1370429537,4,0,0
1194562,1194562,1194562,1439518122,1440366640,2015,            Heap-buffer-overflow in js::ExpandErrorArgumentsVA        ,Abhishek Arya,  inferno,VERIFIED FIXED,Moderate,DOM: Service Workers,,1,NotStable,['C++'],0,1439518122,1440366640,9,0,0
953013,953013,953013,1387861311,1389383692,2013,            Regexp groups can overflow some counter        ,homakov,  homakov,RESOLVED FIXED,,JavaScript Engine,,1,NotStable,"['C++', 'JS']",0,1387861311,1389383692,17,0,0
1535187,1535187,1535187,1552520831,1552583473,2019,            Investigate whether 1486521.html is still crashing Android verify build        ,Ting-Yu Lin,  TYLin,NEW,Low,Layout,,0,NotStable,,0,1552520831,-1,-1,0,0
1276976,1276976,1276976,1464709575,1465566564,2016,            <select> dropdown menu can be used for URL bar spoofing on e10s        ,Mats Palmgren,  MatsPalmgren_bugz,RESOLVED FIXED,Moderate,Layout: Form Controls,Improper input validation,0,Stable,"['XML', 'C++', 'JS']",0,1464709575,1465566564,9,0,0
1109683,1109683,1109683,1418228249,1418246518,2014,            Compare the first character of start_time and stop_time instead of the array itself; r=abr        ,Ehsan Akhgari,  ehsan.akhgari,RESOLVED FIXED,Low,WebRTC,,0,NotStable,"['C++', 'C']",0,1418228249,1418246518,0,0,0
1220493,1220493,1220493,1446418549,1448026914,2015,            Underflow in RTPReceiverVideo::ParseRtpPacket causes memory-safety bug and information leak        ,q1,  q1,RESOLVED FIXED,High,WebRTC: Networking,Numeric errors,1,Stable,['C++'],0,1446418549,1448026914,18,0,0
826163,826163,826163,1357194936,1360695178,2013,            Out-of-bound read in gfxSkipCharsIterator::SetOffsets        ,Abhishek Arya,  inferno,RESOLVED FIXED,Moderate,Layout: Text and Fonts,Resource management error,1,Stable,"['C++', 'HTML']",0,1357194936,1360695178,40,0,0
1124018,1124018,1124018,1421807652,1435917680,2015,            Intermittent test_file_resurrection_delete.html | application crashed [@ js::CurrentThreadCanAccessRuntime(JSRuntime *)]        ,Ryan VanderMeulen,  RyanVM,RESOLVED FIXED,Moderate,JavaScript: GC,,0,Stable,,0,1421807652,1435917680,163,0,1
1243597,1243597,1243597,1453942657,1456794960,2016,            Use of uninitialised memory in [@graphite2::FileFace::get_table_fn]        ,Tyson Smith,  tsmith,RESOLVED FIXED,Moderate,Graphics: Text,Data processing errors,0,Stable,,0,1453942657,1456794960,33,0,0
1685992,1685992,1685992,1610361683,1610445765,2021,"            Assertion failure: aIndex < mLength, at mozilla/Vector.h:485 with class private field        ",Christian Holler,  decoder,VERIFIED FIXED,High,JavaScript Engine,,0,NotStable,"['C++', 'JS']",0,1610361683,1610445765,0,0,0
1147655,1147655,1147655,1427324756,1428707515,2015,"            Crash [@ js::Invoke] or [@ js::InvokeGetterOrSetter] or Assertion failure: shape->hasDefaultSetter(), at vm/NativeObject.cpp        ",Gary Kwong,  gkw,VERIFIED FIXED,High,JavaScript Engine,,0,NotStable,"['C++', 'JS']",0,1427324756,1428707515,16,0,0
825440,825440,825440,1356802597,1361553089,2012,            Crash in mochitest cleanup down in WebRTC code [@ vp8_encode_frame]        ,Eric Rescorla,  ekr,VERIFIED FIXED,High,WebRTC,,0,NotStable,,0,1356802597,1361553089,54,0,0
787722,787722,787722,1346531760,1347569856,2012,            Heap-buffer-overflow in Convolve3x3        ,Atte Kettunen,  attekett,RESOLVED FIXED,Critical,SVG,Memory buffer bounds error,1,Stable,['C++'],0,1346531760,1347569856,12,0,0
746103,746103,746103,1334662694,1338752712,2012,            Crash [@ js::types::TypeSet::add] with valgrind errors indicating use-after-free        ,Christian Holler,  decoder,VERIFIED FIXED,Critical,JavaScript Engine,,0,Stable,['C++'],0,1334662694,1338752712,47,0,0
1429227,1429227,1429227,1515532878,1516674940,2018,            AddressSanitizer: use-after-poison SetFrameIsModified nsIFrame.h:4129:69        ,Francisco A.,  rs,RESOLVED FIXED,,Layout,,1,NotStable,,0,1515532878,1516674940,13,0,0
1302973,1302973,1302973,1473932794,1476093908,2016,            heap-use-after-free in nsRefreshDriver::Tick        ,Nils,  nils,VERIFIED FIXED,High,DOM: Animation,Expired pointer dereference,1,Stable,['C++'],0,1473932794,1476093908,25,0,0
828147,828147,828147,1357710612,1358876900,2013,            WebRTC use-after-free crash [@nr_ice_candidate_pair_set_state]        ,Christoph Diehl,  posidron,VERIFIED FIXED,Critical,WebRTC: Networking,,0,NotStable,,0,1357710612,1358876900,13,0,0
1716644,1716644,1716644,1623787372,1649362640,2021,            use-after-poison in [@ InvalidateRenderingObservers]        ,Tyson Smith,  tsmith,NEW,Low,Layout,,0,NotStable,,0,1623787372,-1,-1,0,0
1230341,1230341,1230341,1449180952,1449494727,2015,            potential UAF in service worker use of NS_NewRunnableMethodWithArg        ,Ben Kelly,  bkelly,RESOLVED FIXED,High,DOM: Service Workers,,0,NotStable,['C++'],0,1449180952,1449494727,3,0,0
1113431,1113431,1113431,1418950250,1426718405,2014,"            <meta name=""referrer""> is ignored for navigations from the context menu and via a middle-click        ",Alex Verstak,  averstak,RESOLVED FIXED,Low,General,Exposure of sensitive information,1,Stable,"['XML', 'C++', 'JS']",0,1418950250,1426718405,89,0,0
1700235,1700235,1700235,1616454405,1618989349,2021,            <select> element with large size then transformed with scale() allow WebRender to render over Firefox UI        ,Irvan Kurniawan,  sourc7,VERIFIED FIXED,Moderate,Graphics: WebRender,Incorrect Authorization ,1,Stable,,0,1616454405,1618989349,29,0,1
1421786,1421786,1421786,1511988086,1512669316,2017,            Crash in JSFunction::needsFunctionEnvironmentObjects        ,Philipp,  philipp,RESOLVED FIXED,Moderate,JavaScript Engine,,0,Stable,,0,1511988086,1512669316,7,0,0
1675755,1675755,1675755,1604666708,1607551221,2020,            Crash on GC after redeclare let or const on the web console [js::gc::Cell::runtimeFromAnyThread (this=0x4b4b4b4b4b4b4b4b)]        ,Irvan Kurniawan,  sourc7,VERIFIED FIXED,Moderate,JavaScript Engine,,1,Stable,"['C++', 'JS']",0,1604666708,1607551221,33,0,0
1429093,1429093,1429093,1515512868,1516834447,2018,            Push API allows DOM event without user interaction        ,Zohar,  zohar,RESOLVED FIXED,Low,DOM: Service Workers,Improper input validation,1,Stable,"['C++', 'JS', 'HTML']",0,1515512868,1516834447,15,0,0
1061665,1061665,1061665,1409665712,1432142519,2014,"            Assertion failure: [barrier verifier] Unmarked edge: <unknown>, at gc/Verifier.cpp:316        ",Christian Holler,  decoder,VERIFIED FIXED,High,JavaScript Engine,,0,NotStable,,0,1409665712,1432142519,260,0,0
867086,867086,867086,1367319861,1367449447,2013,            WebAudio stack-buffer-overflow [@mozilla::AudioChannelsDownMix]        ,Christoph Diehl,  posidron,RESOLVED FIXED,Critical,Web Audio,,0,NotStable,,0,1367319861,1367449447,1,0,0
849727,849727,849727,1362984377,1364403024,2013,            Heap-use-after-free in mozilla::ResetDir        ,Abhishek Arya,  inferno,RESOLVED FIXED,Critical,Layout: Text and Fonts,,1,NotStable,"['C++', 'HTML']",0,1362984377,1364403024,16,0,0
1473161,1473161,1473161,1530654654,1531907112,2018,            Missing bounds checks in nsContentUtils::DataTransferItemToImage        ,Jed Davis,  jld,RESOLVED FIXED,High,DOM: Core & HTML,,0,Stable,['C++'],0,1530654654,1531907112,14,0,0
840882,840882,840882,1360738613,1362521943,2013,            Homograph attack prevention is incomplete        ,Richard Newman,  rnewman,RESOLVED FIXED,Moderate,Networking: Domain Lists,Cryptographic issues,0,Stable,,0,1360738613,1362521943,20,0,0
1318736,1318736,1318736,1479493797,1481644158,2016,            Tricking user into creating an executable when copy pasting an image into folder        ,Abdulrahman Alqabandi,  qab,VERIFIED FIXED,Low,Security,,1,NotStable,['C++'],0,1479493797,1481644158,24,0,0
1255081,1255081,1255081,1457546957,1458761696,2016,            graphite2: SEGV near NULL in [@graphite2::Slot::setAttr]        ,Tyson Smith,  tsmith,RESOLVED FIXED,Low,Graphics: Text,,0,NotStable,,0,1457546957,1458761696,14,0,0
1223465,1223465,1224185,1447334915,1449618579,2015,            Crash at xul!JSCompartment::traceIncomingCrossCompartmentEdgesForZoneGC+c9        ,Carsten Book,  cbook,RESOLVED DUPLICATE,Critical,Graphics: ImageLib,,0,NotStable,['C++'],0,1447179015,1449069222,21,1,0
1228571,1228571,1228571,1448627162,1449830520,2015,            random_generateSeed leaves seed uninitialized when opening /dev/urandom fails        ,Jan de Mooij,  jandem,RESOLVED FIXED,,JavaScript Engine,,0,NotStable,['C++'],0,1448627162,1449830520,13,0,0
736537,736537,736537,1331921352,1352141425,2012,"            ###!!! ASSERTION: Uh, cx is not the current JS context!: 'cx == GetCurrentJSContext()' setting location.href in scratchpad        ",Kyle Huey,  khuey,RESOLVED FIXED,Moderate,XPConnect,,0,Stable,,0,1331921352,1352141425,234,0,0
1280339,1280339,1280339,1466046771,1519268091,2016,            Unprivileged content can open resource: URIs via PDF.js        ,Armin Ebert,  arminius,RESOLVED FIXED,Low,PDF Viewer,,1,NotStable,,0,1466046771,1519268091,615,0,0
1604836,1604836,1604836,1576687508,1576857598,2019,            Crash [@ realm]        ,Jason Kratzer,  jkratzer,VERIFIED FIXED,Low,DOM: Workers,,0,Stable,['C++'],0,1576687508,1576857598,1,0,0
751454,751454,751454,1336014880,1336528169,2012,            GC hazard around mNativeScriptableSharedMap when creating compartments        ,Brian Hackett,  bhackett1024,RESOLVED FIXED,Critical,XPConnect,,0,NotStable,['C++'],0,1336014880,1336528169,5,0,0
758471,758471,758471,1337908146,1338035246,2012,            Don't sweep native interfaces during compartment GC        ,Bill McCloskey,  billm,RESOLVED FIXED,Critical,XPConnect,,0,Stable,['C++'],0,1337908146,1338035246,1,0,0
1566482,1566482,1566482,1563291878,1564610785,2019,            Crash [@ CharAt] through [@ mozilla::net::nsHttpTransaction::SetHttpTrailers] with invalid read        ,Christian Holler,  decoder,RESOLVED FIXED,,Networking: HTTP,,0,NotStable,['C++'],0,1563291878,1564610785,15,0,0
761040,761040,761040,1338772609,1357751658,2012,            Offline cache entries are created for no-store entries        ,Brian Smith,  briansmith,RESOLVED FIXED,Moderate,Networking: HTTP,,1,NotStable,"['C++', 'JS']",0,1338772609,1357751658,219,0,0
944579,944579,959502,1389684453,1395095334,2014,            heap-buffer-overflow (write) at mozilla::gfx::ConvertToB8G8R8A8_SIMD        ,Aki Helin,  aki.helin,RESOLVED DUPLICATE,Critical,Graphics,,1,NotStable,"['C++', 'HTML']",0,1385697897,1389988342,49,46,0
1031414,1031414,1031414,1403890347,1405343015,2014,            Possible security issue in LZ4        ,Justin Dolske,  Dolske,RESOLVED FIXED,Moderate,MFBT,,0,NotStable,['C'],0,1403890347,1405343015,16,0,0
756494,756494,756494,1337360197,1631638896,2012,            XMLHttpRequest event listeners can fire recursively and overflow the stack        ,blubban,  blubban,NEW,,JavaScript Engine,,1,NotStable,,0,1337360197,-1,-1,0,0
793121,793121,793121,1348222996,1350115391,2012,            nsLocation::CheckURL can use the wrong principal        ,moz_bug_r_a4,  moz_bug_r_a4,RESOLVED FIXED,High,Security,"Permissions, privileges, access controls",0,Stable,['C++'],0,1348222996,1350115391,21,0,0
867203,867203,867203,1367336642,1367681360,2013,            WebAudio use-after-free [@mozilla::dom::AudioNode::SendDoubleParameterToStream]        ,Christoph Diehl,  posidron,RESOLVED FIXED,Critical,Web Audio,,0,NotStable,,0,1367336642,1367681360,3,0,0
1421324,1421324,1421324,1511887671,1513686027,2017,            Overwrite of existing cookie with HttpOnly flagged cookie results in HttpOnly being ignored by Firefox        ,Inko,  inko,RESOLVED FIXED,Moderate,Networking: Cookies,Exposure of sensitive information,1,Stable,['C++'],0,1511887671,1513686027,20,0,0
1271249,1271249,1271249,1462791566,1465311731,2016,            Blob URL should not share across non-private and private windows        ,Andrea Marchesini,  baku,RESOLVED FIXED,,DOM: Core & HTML,,0,NotStable,"['JS', 'HTML']",0,1462791566,1465311731,29,0,0
1238935,1238935,1238935,1452606935,1455189195,2016,            Crash [@ ObjectType] or Crash [@ CanInlineSetPropTypeCheck] with use-after-free        ,Christian Holler,  decoder,VERIFIED FIXED,Critical,JavaScript Engine,,0,Stable,['C++'],0,1452606935,1455189195,29,0,0
812341,812341,812341,1353018435,1353158610,2012,            Opt-only Crash [@ SuppressDeletedPropertyHelper]        ,Christian Holler,  decoder,RESOLVED FIXED,Critical,JavaScript Engine,,0,NotStable,['C++'],0,1353018435,1353158610,1,0,0
1161063,1161063,1161063,1430752144,1434136022,2015,            Getting a stored MutableFile out of IndexedDB on a worker doesn't work        ,Andrew Osmond,  aosmond,RESOLVED FIXED,High,Storage: IndexedDB,,0,Stable,"['C++', 'JS', 'HTML']",0,1430752144,1434136022,39,0,0
1322896,1322896,1322896,1481456185,1490493020,2016,            (cross domain) Iframe breakes scope on location.reload        ,Oliver Wagner,  oliver,VERIFIED FIXED,High,DOM: Navigation,Exposure of sensitive information,1,Stable,['C++'],0,1481456185,1490493020,104,0,0
1246956,1246956,1246956,1455032690,1456243240,2016,            Stealing of URL cross-domain using performance.getEntries() after restore previous session        ,Jordi Chancel,  jordi.chancel,RESOLVED FIXED,High,Session Restore,Exposure of sensitive information,1,Stable,['JS'],0,1455032690,1456243240,14,0,0
916404,916404,916404,1379134046,1380246921,2013,            Heap-use-after-free in nsContentUtils::ContentIsHostIncludingDescendantOf        ,Abhishek Arya,  inferno,RESOLVED FIXED,Critical,DOM: Core & HTML,,1,Stable,['C++'],0,1379134046,1380246921,12,0,0
802778,802778,802778,1350503573,1352512224,2012,            crash in copyTexImage2D with image dimensions too large for given level        ,miaubiz,  miaubiz,RESOLVED FIXED,,Graphics: CanvasWebGL,Numeric errors,1,Stable,['C++'],0,1350503573,1352512224,23,0,0
762280,762280,762280,1339022241,1342517389,2012,            use after free in js::gc::MapAllocToTraceKind        ,Abhishek Arya,  inferno,RESOLVED FIXED,Critical,DOM: Core & HTML,Resource management error,1,Stable,['Python'],0,1339022241,1342517389,40,0,0
1437455,1437455,1437455,1518427557,1519815689,2018,"            Assertion failure: off.assigned() && offset >= 0 && unsigned(offset) < size(), at js/src/jit/shared/IonAssemblerBuffer.h:379        ",Christian Holler,  decoder,RESOLVED FIXED,Low,JavaScript Engine,,0,Stable,,0,1518427557,1519815689,16,0,0
1229167,1229167,1229167,1448920407,1450894825,2015,            FFMPEG: signed integer overflow in [@av_rescale_rnd]        ,Tyson Smith,  tsmith,RESOLVED FIXED,,Audio/Video: Playback,,0,NotStable,,0,1448920407,1450894825,22,0,0
800862,800862,808063,1351876210,1354711833,2012,            IonMonkey: Opt-only Crash [@ js::ContextStack::popInvokeArgs] with OOM and invalid read        ,Christian Holler,  decoder,RESOLVED DUPLICATE,Critical,JavaScript Engine,,0,NotStable,['C++'],0,1350039079,1355352399,61,21,0
783867,783867,783867,1345370627,1345719439,2012,            ASSERTION: This only works on nsISupports classes! and segfault        ,Ms2ger,  Ms2ger,RESOLVED FIXED,Critical,XPConnect,Resource management error,1,Stable,"['C++', 'JS']",0,1345370627,1345719439,4,0,0
1219339,1219339,1219339,1446053478,1455606190,2015,            Race condition in GetStaticInstance can cause use after free        ,q1,  q1,RESOLVED FIXED,High,WebRTC: Audio/Video,,1,Stable,['C++'],0,1446053478,1455606190,110,0,1
1230354,1230354,1230354,1449184852,1505328030,2015,            Executable planting / Drive-by cache vulnerability        ,firace,  firace,NEW,Low,Networking: Cache,,1,NotStable,,0,1449184852,-1,-1,0,0
761422,761422,761422,1338850392,1343741417,2012,            Handle failures in ReparentWrapperIfFound more effectively        ,Jesse Ruderman,  jruderman,VERIFIED FIXED,Critical,XPConnect,,0,NotStable,['C++'],0,1338850392,1343741417,56,0,0
1429216,1429216,1429216,1515530738,1518119492,2018,            UAF due to webrtc codec init failure        ,Randell Jesup,  jesup,RESOLVED FIXED,High,WebRTC,,0,NotStable,,0,1515530738,1518119492,29,0,0
1423916,1423916,1423916,1512659070,1513280211,2017,            Crash in webrtc::Deinterleave<T>        ,Calixte Denizet,  calixte,RESOLVED FIXED,High,WebRTC: Audio/Video,,0,NotStable,,0,1512659070,1513280211,7,0,0
805121,805121,805121,1351103717,1355307619,2012,            String Replacement Heap Corruption Remote Code Execution Vulnerability (ZDI-CAN-1473)        ,Reed Loden,  reed,RESOLVED FIXED,Critical,JavaScript Engine,Numeric errors,0,Stable,"['C++', 'JS']",0,1351103717,1355307619,48,0,0
1466991,1466991,1466991,1528246982,1529104052,2018,"            Assertion failure: slowNode == node (These should always be in sync!), at src/dom/base/nsINode.cpp:317        ",Tyson Smith,  tsmith,VERIFIED FIXED,Critical,DOM: Core & HTML,,0,Stable,['C++'],0,1528246982,1529104052,9,0,0
824536,824536,824536,1356395371,1360272781,2012,            Out of bound read in MOZ_PNG_combine_row        ,Abhishek Arya,  inferno,RESOLVED FIXED,,Graphics: ImageLib,,1,NotStable,,0,1356395371,1360272781,44,0,0
795734,795734,795740,1349029845,1351778670,2012,            Heap-buffer-overflow in nsMappedAttributes::GetAttr        ,Abhishek Arya,  inferno,RESOLVED DUPLICATE,Critical,SVG,,1,NotStable,,0,1349027582,1351778594,31,0,0
